Original_Title,Matched_Citation,Match_Score
269 : The Influence of a Research Experiences for Undergraduates Program on Student Perceptions and Desire to Attend Graduate School.,"Willis, D. A., Krueger, P. S., & Kendrick, A. (2013b). The Influence of a Research Experiences for Undergraduates Program on Student Perceptions and Desire to Attend Graduate School. Journal of STEM Education: Innovations & Research, 14(2), 21–28.",0.7175141242937854
179 : Introducing SELEX via a semester‐long course‐based undergraduate research experience (CURE).,"Kushner, D. B. (2021b). Introducing SELEX via a semester‐long course‐based undergraduate research experience (CURE). Biochemistry & Molecular Biology Education, 49(4), 605–618.",0.7165354330708661
"312 : Undergraduate students' development of social, cultural, and human capital in a networked research experience.","Thompson, J., Conaway, E., & Dolan, E. (2016b). Undergraduate students’ development of social, cultural, and human capital in a networked research experience. Cultural Studies of Science Education, 11(4), 959–990.",0.7152317880794702
129 : Expectations for and Quality Experiences in Undergraduate Research Over Time~ Perspectives of Students and Faculty.,"Kinzie, J., & BrckaLorenz, A. (2021a). Expectations for and Quality Experiences in Undergraduate Research Over Time: Perspectives of Students and Faculty. Journal of the Scholarship of Teaching & Learning, 21(1), Article 1.",0.7142857142857143
36 : An Interdisciplinary STEM Course-Based Undergraduate Research Experience Establishes a Community of Practice and Promotes Psychosocial Gains.,"Majka, E. A., Bennett, K. F., Sawyer, T. P., Johnson, J. L., & Guenther, M. F. (2023a). An Interdisciplinary STEM Course-Based Undergraduate Research Experience Establishes a Community of Practice and Promotes Psychosocial Gains. Journal of College Science Teaching, 52(4), Article 4.",0.7135678391959799
286 : The USDA Scholars Program~ Innovations in a Summer Undergraduate Research Program.,"Good, D. J., McIntyre, C. M., & Marchant, M. A. (2013b). The USDA Scholars Program: Innovations in a Summer Undergraduate Research Program. NACTA Journal, 57(1), 62–70.",0.7130434782608696
301 : Undergraduate Research Experience in Cybersecurity for Underrepresented Students and Students with Limited Research Opportunities.,"Dazhi Yang, Dianxiang Xu, Jyh-haw Yeh, & Yibo Fan. (2019b). Undergraduate Research Experience in Cybersecurity for Underrepresented Students and Students with Limited Research Opportunities. Journal of STEM Education: Innovations & Research, 19(5), 14–25.",0.7115902964959568
85 : Data Literacy Practices of Students Conducting Undergraduate Research.,"Burress, T. (2022b). Data Literacy Practices of Students Conducting Undergraduate Research. College & Research Libraries, 83(3), 434–451.",0.7106598984771574
73 : Course-Based Undergraduate Research Experiences Performance Following the Transition to Remote Learning During the COVID-19 Pandemic.,"Broussard, C., Courtney, M. G., Dunn, S., Godde, K., & Preisler, V. (2021a). Course-Based Undergraduate Research Experiences Performance Following the Transition to Remote Learning During the COVID-19 Pandemic. Journal of College Science Teaching, 51(7), Article 7.",0.7093333333333334
109 : Effects of mentoring relationship heterogeneity on student outcomes in summer undergraduate research.,"Morales, D. X., Grineski, S. E., & Collins, T. W. (2021b). Effects of mentoring relationship heterogeneity on student outcomes in summer undergraduate research. Studies in Higher Education, 46(3), 423–436.",0.7083333333333334
38 : An Undergraduate Research Approach That Increased Student Success at a Hispanic-Serving Institution (HSI)~ The SURE Program at Texas State University,"Brown, D. A., Wright, N. B., Gonzales, S. T., Weimer, N. E., & Soto, J. G. (2020b). An Undergraduate Research Approach That Increased Student Success at a Hispanic-Serving Institution (HSI): The SURE Program at Texas State University. Scholarship and Practice of Undergraduate Research, 4(1), 52–62.",0.7067307692307693
62 : Combining novel research and community-engaged learning in an undergraduate physiology laboratory course.,"Woodley, S. K., Freeman, P. E., & Ricketts, T. D. (2019b). Combining novel research and community-engaged learning in an undergraduate physiology laboratory course. Advances in Physiology Education, 43(2), 110–120.",0.7066666666666667
23 : A Perspective of Gender Differences in Chemistry and Physics Undergraduate Research Experiences.,"Harsh, J. A., Maltese, A. V., & Tai, R. H. (2012b). A Perspective of Gender Differences in Chemistry and Physics Undergraduate Research Experiences. Journal of Chemical Education, 89(11), 1364–1370.",0.7054545454545454
196 : Making the Move~ Empowering Student Teachers as Teacher Researchers.,"Dassa, L., & Nichols, B. (2020b). Making the Move: Empowering Student Teachers as Teacher Researchers. Teacher Educator, 55(3), 267–282.",0.7052631578947368
70 : Course-Based Research as a Catalyst for Undergraduates' Interest in Scientific Investigation~ Benefits of the SEA-PHAGES Program.,"Cross, T., Moran, D., Wodarski, D., Harrison, M., & Dunbar, D. (2013b). Course-Based Research as a Catalyst for Undergraduates’ Interest in Scientific Investigation: Benefits of the SEA-PHAGES Program. Council on Undergraduate Research Quarterly, 33(3), 21–25.",0.7052341597796143
49 : Between Culture and Curricula~ Exploring Student and Faculty Experiences of Undergraduate Research and Inquiry.,"Perrella, A., Dam, H., Martin, L., MacLachlan, J., & Fenton, N. (2020b). Between Culture and Curricula: Exploring Student and Faculty Experiences of Undergraduate Research and Inquiry. Teaching & Learning Inquiry, 8(2), 90–113.",0.7051282051282052
118 : Evaluating a Summer Undergraduate Research Program~ Measuring Student Outcomes and Program Impact.,"Singer, J., & Zimmerman, B. (2012b). Evaluating a Summer Undergraduate Research Program: Measuring Student Outcomes and Program Impact. Council on Undergraduate Research Quarterly, 32(3), 40–47.",0.7050359712230215
141 : Fostering Students' Identity as Scientists as They Search for New Anti microbial Drugs.,"Baynham, P. J. (2016b). Fostering Students’ Identity as Scientists as They Search for New Anti microbial Drugs. Council on Undergraduate Research Quarterly, 37(2), 19–23.",0.7044534412955465
235 : Science communication from a course‐based undergraduate research experience.,"Teter, K. (2023b). Science communication from a course‐based undergraduate research experience. Biochemistry & Molecular Biology Education, 51(4), 370–376.",0.7027027027027027
15 : A Learner-Centered Teaching Model Integrating Undergraduate Research and Service Learning.,"Stephenson, T. J., Peritore, N., Webber, K., & Kurzynske, J. (2013b). A Learner-Centered Teaching Model Integrating Undergraduate Research and Service Learning. NACTA Journal, 57(3), 40–46.",0.7027027027027027
142 : From Undergraduate Research to Graduation~ Measuring the Robustness of the Pathway at a Hispanic-Serving Institution.,"Caraballo-Cueto, J., Godreau, Í., & Tremblay, R. (2023a). From Undergraduate Research to Graduation: Measuring the Robustness of the Pathway at a Hispanic-Serving Institution. Journal of Hispanic Higher Education, 22(2), Article 2.",0.7009063444108762
104 : Early undergraduate research experiences lead to similar learning gains for STEM and Non-STEM undergraduates.,"Stanford, J. S., Rocheleau, S. E., Smith, K. P. W., & Mohan, J. (2017b). Early undergraduate research experiences lead to similar learning gains for STEM and Non-STEM undergraduates. Studies in Higher Education, 42(1), 115–129.",0.7006369426751592
19 : A Mathematics Pipeline to Student Success in Data Analytics through Course-Based Undergraduate Research.,"Bennett, K. P., Erickson, J. S., Svirsky, A., & Seddon, J. C. (2022b). A Mathematics Pipeline to Student Success in Data Analytics through Course-Based Undergraduate Research. Mathematics Enthusiast, 19(3), 730–750.",0.7003367003367004
246 : Student Outcomes from Undergraduate Research Programs~ Comparing Models of Research Experiences for Undergraduates (REUs),"Follmer, D. J., Zappe, S., Gomez, E., & Kumar, M. (2017b). Student Outcomes from Undergraduate Research Programs: Comparing Models of Research Experiences for Undergraduates (REUs). Scholarship and Practice of Undergraduate Research, 1(1), 20–27.",0.6997084548104956
91 : Developing graduate attributes through participation in undergraduate research conferences.,"Hill, J., & Walkington, H. (2016b). Developing graduate attributes through participation in undergraduate research conferences. Journal of Geography in Higher Education, 40(2), 222–237.",0.6996197718631179
50 : Biomedical Freshman Research Initiative~ A Course-based Undergraduate Research Experience at a Hispanic-Serving Institution.,"Vora, N. J., Vatcheva, K., Saldivar, M. G., Nair, S., Lehker, M. W., & Chew, S. A. (2023b). Biomedical Freshman Research Initiative: A Course-based Undergraduate Research Experience at a Hispanic-Serving Institution. Journal of Latinos & Education, 22(1), 357–370.",0.6985915492957746
198 : Measuring Self-Efficacy and Scientific Literacy Across Disciplines as Value- Added Outcomes of Undergraduate Research Mentoring~ Scale Development.,"Sams, D., Lewis, R., McMullen, R., Bacnik, L., Hammock, J., Richards, R., & Powell, C. (2015b). Measuring Self-Efficacy and Scientific Literacy Across Disciplines as Value- Added Outcomes of Undergraduate Research Mentoring: Scale Development. Council on Undergraduate Research Quarterly, 35(3), 23–30.",0.6985645933014354
242 : Student and Faculty Outcomes of Undergraduate Science Research Projects by Geographically Dispersed Students.,"Shaw, L., & Kennepohl, D. (2013b). Student and Faculty Outcomes of Undergraduate Science Research Projects by Geographically Dispersed Students. International Review of Research in Open & Distance Learning, 14(5), 69–81.",0.6984126984126984
41 : Analysis of Undergraduate Research Experiences in an Interdisciplinary Water Science and Engineering Program.,"BASU, D., LOHANI, V. K., & MUFFO, J. A. (2018a). Analysis of Undergraduate Research Experiences in an Interdisciplinary Water Science and Engineering Program. International Journal of Engineering Education, 34(1), Article 1.",0.6984126984126984
154 : Impact of Engineering Research Experience Programs on Domestic and International Undergraduate Students,"Richard, J. C., & Yoon, S. Y. (2023b). Impact of Engineering Research Experience Programs on Domestic and International Undergraduate Students. Scholarship and Practice of Undergraduate Research, 6(3), 29–47.",0.697986577181208
276 : The Long-Term Impact of Undergraduate Internships and Research Experiences in Psychology~ An Alumni Survey Study.,"Budesheim, T. L., Khanna, M. M., Klanecky Earl, A. K., & Guenther, C. L. (2023b). The Long-Term Impact of Undergraduate Internships and Research Experiences in Psychology: An Alumni Survey Study. Teaching of Psychology, 50(4), 381–392.",0.6975308641975309
274 : The KEYSTONE Program~ A Model for STEM Student Success and Retention at a Small Liberal Arts College.,"Guenther, M. F., Johnson, J. L., & Sawyer, T. P. (2019b). The KEYSTONE Program: A Model for STEM Student Success and Retention at a Small Liberal Arts College. Journal of College Science Teaching, 48(6), 8–13.",0.696551724137931
43 : Assessing the Impact of Undergraduate Research on Graduation Rates at the University of Georgia.,"Rogers, M., & McDowell, W. G. (2015b). Assessing the Impact of Undergraduate Research on Graduation Rates at the University of Georgia. Council on Undergraduate Research Quarterly, 36(2), 33–38.",0.6956521739130435
112 : Engaging Students~ An Authentic Undergraduate Research Experience,"Alderton, E., & Manzi, M. (2017a). Engaging Students: An Authentic Undergraduate Research Experience. Professional Educator, 42(1), 31–42.",0.6947368421052632
167 : Improving Persistence of STEM Majors at a Liberal Arts College~ Evaluation of the Scots Science Scholars Program.,"Gibson, A. D., Siopsis, M., & Beale, K. (2020a). Improving Persistence of STEM Majors at a Liberal Arts College: Evaluation of the Scots Science Scholars Program. Journal of STEM Education: Innovations & Research, 20(2), Article 2.",0.6934984520123839
64 : Competent and Employed~ STEM Alumni Perspectives on Undergraduate Research and NACE Career-Readiness Competencies,"Newell, M. J., & Ulrich, P. N. (2022b). Competent and Employed: STEM Alumni Perspectives on Undergraduate Research and NACE Career-Readiness Competencies. Journal of Teaching and Learning for Graduate Employability, 13(1), 79–93.",0.6932515337423313
335 : ~I Think I'm the Bridge~~ Exploring Mentored Undergraduate Research Experiences in Critical Multicultural Education.,"Bybee, E. R., Whiting, E. F., & Cutri, R. M. (2021b). “I Think I’m the Bridge”: Exploring Mentored Undergraduate Research Experiences in Critical Multicultural Education. International Journal of Multicultural Education, 23(1), 22–46.",0.6932515337423313
80 : Cross-Discipline Perceptions of the Undergraduate Research Experience,"Craney, C., McKay, T., Mazzeo, A., Morris, J., Prigodich, C., & de Groot, R. (2011a). Cross-Discipline Perceptions of the Undergraduate Research Experience.",0.6926829268292682
275 : The link between high-impact practices and student learning~ some longitudinal evidence.,"Kilgo, C., Ezell Sheets, J., & Pascarella, E. (2015b). The link between high-impact practices and student learning: Some longitudinal evidence. Higher Education (00181560), 69(4), 509–525.",0.6926070038910506
21 : A Model for Successful Cross-Campus Collaboration for Engaging Potentially At-Risk Students in Mentored Undergraduate Research Early in Their College Career,"Chan, C. W. M., Bhattacharyya, P., & Meisel, S. (2018a). A Model for Successful Cross-Campus Collaboration for Engaging Potentially At-Risk Students in Mentored Undergraduate Research Early in Their College Career. Scholarship and Practice of Undergraduate Research, 1(3), Article 3. https://doi.org/10.18833/spur/1/3/13",0.6914660831509847
99 : Do Working Students Buy Into HIPs~ Working for Pay and Participation in High-Impact Practices.,"Zilvinskis, J., & McCormick, A. C. (2019b). Do Working Students Buy Into HIPs? Working for Pay and Participation in High-Impact Practices. Journal of College Student Development, 60(5), 543–562.",0.6911764705882353
284 : The undergraduate research experience as a vehicle for employability development—The student participants speak.,"Carpenter, L., Nguyen, B., Davis, L., & Rowland, S. (2022a). The undergraduate research experience as a vehicle for employability development—The student participants speak. Biochemistry & Molecular Biology Education, 50(1), Article 1.",0.691131498470948
316 : Understanding College Generational Status in the Undergraduate Research Mentored Relationship.,"Mekolichick, J., & Gibbs, M. K. (2012b). Understanding College Generational Status in the Undergraduate Research Mentored Relationship. Council on Undergraduate Research Quarterly, 33(2), 40–46.",0.6909090909090909
237 : Sloan Foundation Scholarship Program~ Mentoring Undergraduates toward Doctoral Degrees.,"COLUCCI-RÍOS, J. A., & BRIANO, J. (2001b). Sloan Foundation Scholarship Program: Mentoring Undergraduates toward Doctoral Degrees. Journal of Engineering Education, 90(3), 295–298.",0.6904761904761905
240 : Striving to involve undergraduates in economic research at Wellesley College.,"Butcher, K. F., & Weerapana, A. (2017b). Striving to involve undergraduates in economic research at Wellesley College. Journal of Economic Education, 48(4), 295–300.",0.6899563318777293
165 : Importance of Undergraduate Research for Minority Persistence and Achievement in Biology.,"Jones, M. T., Barlow, A. E. L., & Villarejo, M. (2010b). Importance of Undergraduate Research for Minority Persistence and Achievement in Biology. Journal of Higher Education, 81(1), 82–115.",0.6896551724137931
222 : Promoting STEM Careers Among Undergraduates Through Interdisciplinary Engineering Research.,"Hammond, D. M., & Lalor, M. M. (2009b). Promoting STEM Careers Among Undergraduates Through Interdisciplinary Engineering Research. Council on Undergraduate Research Quarterly, 30(2), 26–33.",0.6891385767790262
63 : Comparing the Outcomes of ~pre-CURE~ Compared to Inquiry-based Introductory Biology Labs.,"Lansverk, A. L., Lichti, D. A., Blinka, K. W., & Callis-Duehl, K. L. (2020b). Comparing the Outcomes of “pre-CURE” Compared to Inquiry-based Introductory Biology Labs. Bioscene, 46(1), 10–22.",0.6877470355731226
124 : Evidence in Support of Removing Boundaries to Undergraduate Research Experience,"Haave, N., & Audet, D. (2013a). Evidence in Support of Removing Boundaries to Undergraduate Research Experience. Collected Essays on Learning and Teaching, 6, 105–110.",0.6864406779661016
224 : Promoting Undergraduate STEM Education at a Historically Black College and University through Research Experience.,"Fakayode, S. O., Yakubu, M., Adeyeye, O. M., Pollard, D. A., & Mohammed, A. K. (2014b). Promoting Undergraduate STEM Education at a Historically Black College and University through Research Experience. Journal of Chemical Education, 91(5), 662–665.",0.6863905325443787
103 : Does It Matter if I Call It a CURE~ Identity Development in Online Entrepreneurship Coursework,"Kuan, J., & Sedlacek, Q. C. (2022b). Does It Matter if I Call It a CURE? Identity Development in Online Entrepreneurship Coursework. Scholarship and Practice of Undergraduate Research, 6(1), 23–31.",0.6859205776173285
"157 : Impact of Undergraduate Research on Academic Performance, Educational Planning, and Career Development.","Kinkel, D. H., & Henke, S. E. (2006a). Impact of Undergraduate Research on Academic Performance, Educational Planning, and Career Development. Journal of Natural Resources & Life Sciences Education, 35, 194–201.",0.6847457627118644
299 : Undergraduate Research Embedded Across Course Levels and Types through Scaffolded Projects.,"Evans, S. Z., & Evans, J. (2021b). Undergraduate Research Embedded Across Course Levels and Types through Scaffolded Projects. Journal of the Scholarship of Teaching & Learning, 21(1), 152–170.",0.6840148698884758
288 : The ~Crime on Campus~ Study~ Course-Based Undergraduate Research and Student Confidence.,"McLean, K., Cruz, L., & Goff, C. (2021b). The “Crime on Campus” Study: Course-Based Undergraduate Research and Student Confidence. Journal of Criminal Justice Education, 32(2), 216–233.",0.6825396825396826
113 : Engaging Two-Year College Students in Geoscience~ Summer Pre-REU Internships and Professional Development to Prepare Students for Participation in Research,"Charlevoix, D. J., Morris, A. R., Russo-Nixon, K., & Thiry, H. (2022b). Engaging Two-Year College Students in Geoscience: Summer Pre-REU Internships and Professional Development to Prepare Students for Participation in Research. Journal of Geoscience Education, 70(3), 323–338. https://doi.org/10.1080/10899995.2021.1977770",0.6813186813186813
44 : Authentic Science Research Opportunities~ How Do Undergraduate Students Begin Integration Into a Science Community of Practice~,"Gardner, G. E., Forrester, J. H., Shumaker Jeffrey, P., Ferzli, M., & Shea, D. (2015a). Authentic Science Research Opportunities: How Do Undergraduate Students Begin Integration Into a Science Community of Practice? Journal of College Science Teaching, 44(4), Article 4.",0.6792452830188679
217 : Positive Affective and Behavioral Gains of First-Year Students in Course-Based Research across Disciplines,"Sandquist, E. J., Cervato, C., & Ogilvie, C. (2019a). Positive Affective and Behavioral Gains of First-Year Students in Course-Based Research across Disciplines. Scholarship and Practice of Undergraduate Research, 2(4), Article 4.",0.6791277258566978
332 : ~Entering Research~~ A Course that Creates Community and Structure for Beginning Undergraduate Researchers in the STEM Disciplines,"Balster, N., Pfund, C., Rediske, R., & Branchaw, J. (2010b). “Entering Research”: A Course that Creates Community and Structure for Beginning Undergraduate Researchers in the STEM Disciplines. CBE - Life Sciences Education, 9(2), 108–118. https://doi.org/10.1187/cbe.09-10-0073",0.6789473684210526
238 : Strength in Numbers~ A Model for Undergraduate Research Training and Education in the Social and Behavioral Sciences.,"Martin, Y. C., Marcus, A., Curtis, R., Eichenbaum, J., & Drucker, E. (2016a). Strength in Numbers: A Model for Undergraduate Research Training and Education in the Social and Behavioral Sciences. Journal of Criminal Justice Education, 27(4), Article 4.",0.6782608695652174
205 : Outcomes of the UAMS summer undergraduate research program to increase diversity in research and health professions.,"Prince, L. Y., Williams, T. B., Allen, A. R., McGehee Jr., R. E., & Thomas, B. R. (2023a). Outcomes of the UAMS summer undergraduate research program to increase diversity in research and health professions. Advances in Physiology Education, 47(1), Article 1.",0.6781609195402298
314 : Undergraduates Interested in STEM Research Are Better Students than Their Peers.,"Bickford, N., Peterson, E., Jensen, P., & Thomas, D. (2020b). Undergraduates Interested in STEM Research Are Better Students than Their Peers. Education Sciences, 10(6), 150.",0.6779661016949152
334 : ~I Definitely Feel Like a Scientist~~ Exploring Science Identity Trajectories among Latinx Students in a Critical Race Theory-Informed Undergraduate Research Experience,"Vasquez-Salgado, Y., Camacho, T. C., López, I., Chavira, G., Saetermoe, C. L., & Khachikian, C. (2023a). “I Definitely Feel Like a Scientist”: Exploring Science Identity Trajectories among Latinx Students in a Critical Race Theory-Informed Undergraduate Research Experience. Infant and Child Development, 32(3), Article 3. https://doi.org/10.1002/icd.2371",0.6775510204081633
75 : Course-Based Undergraduate Research Experience~ Music Education and Music Therapy Student Outcomes.,"Dvorak, A., Hernandez-Ruiz, E., & Weingarten, K. M. (2021b). Course-Based Undergraduate Research Experience: Music Education and Music Therapy Student Outcomes. Journal of Music Teacher Education, 30(3), 26–39.",0.6758620689655173
58 : Cancer and chemicals~ A research‐inspired laboratory exercise based on the Ames test for mutagenicity.,"Large, D. N., Van Doorn, N. A., & Timmons, S. C. (2023b). Cancer and chemicals: A research‐inspired laboratory exercise based on the Ames test for mutagenicity. Biochemistry & Molecular Biology Education, 51(1), 103–113.",0.6755852842809364
164 : Implementing Undergraduate Research in an Online Gateway Political Science Course,"LeFebvre, R. (2023b). Implementing Undergraduate Research in an Online Gateway Political Science Course. Scholarship and Practice of Undergraduate Research, 6(3), 9–16.",0.6748971193415638
310 : Undergraduate Science Research~ A Comparison of Influences and Experiences between Premed and Non-Premed Students,"Pacifici, L. B., & Thomson, N. (2011b). Undergraduate Science Research: A Comparison of Influences and Experiences between Premed and Non-Premed Students. CBE - Life Sciences Education, 10(2), 199–208. https://doi.org/10.1187/cbe.11-01-0005",0.6746268656716418
180 : Introducing undergraduate research in Numerical Analysis of Engineering Systems course.,"Bishay, P. L. (2018b). Introducing undergraduate research in Numerical Analysis of Engineering Systems course. International Journal of Mechanical Engineering Education, 46(4), 345–361.",0.6742424242424242
"272 : The Influence of Research Participation, Field of Study, and Gender on Research Self-Efficacy.","Baker, T. N., & DeDonno, M. A. (2020b). The Influence of Research Participation, Field of Study, and Gender on Research Self-Efficacy. International Journal of Learning in Higher Education, 27(2), 11–26.",0.6738351254480287
318 : Understanding How Undergraduate Research Experiences Influence Student Aspirations for Research Careers and Graduate Education,"Adedokun, O. A., Zhang, D., Parker, L. C., Bessenbacher, A., Childress, A., & Burgess, W. D. (2012a). Understanding How Undergraduate Research Experiences Influence Student Aspirations for Research Careers and Graduate Education. Journal of College Science Teaching, 42(1), 82–90.",0.6736842105263158
106 : Effects of an Undergraduate Research Experience on Pre-Service Teachers' Perceptions.,"Pearce, E., Brock, J., & Bunch, P. (2022b). Effects of an Undergraduate Research Experience on Pre-Service Teachers’ Perceptions. Journal of Educational Research & Practice, 12(1), 18–35.",0.6719367588932806
273 : The influence of undergraduate research assistant experiences on future nursing roles.,"Mitchell, K., Rekiere, J., & Grassley, J. S. (2020b). The influence of undergraduate research assistant experiences on future nursing roles. Journal of Professional Nursing, 36(3), 128–133.",0.6718146718146718
67 : Contrasting Science Learning Gains and Attitudes of Students in an Early Research-Based Experience.,"Arnold, D. M., Mortensen, C. J., Thoron, A. C., Miller-Cushon, E. K., & Miot, J. K. (2019b). Contrasting Science Learning Gains and Attitudes of Students in an Early Research-Based Experience. NACTA Journal, 63(2), 180–187.",0.6711864406779661
"303 : Undergraduate research experiences~ mentoring, awareness, and perceptions—a case study at a Hispanic-serving institution.","Rodríguez Amaya, L., Betancourt, T., Collins, K. H., Hinojosa, O., & Corona, C. (2018b). Undergraduate research experiences: Mentoring, awareness, and perceptions—A case study at a Hispanic-serving institution. International Journal of STEM Education, 5(1), 1–1.",0.6704225352112676
31 : Alumni Perceptions Used to Assess Undergraduate Research Experience.,"Bauer, K. W., & Bennett, J. S. (2003b). Alumni Perceptions Used to Assess Undergraduate Research Experience. Journal of Higher Education, 74(2), 210–230.",0.6699029126213593
35 : An IDeA for enhancing undergraduate research at rural primarily undergraduate institutions.,"Sens, D. A., Cisek, K. L., Conway, P., & Doze, V. A. (2017b). An IDeA for enhancing undergraduate research at rural primarily undergraduate institutions. Advances in Physiology Education, 41(3), 464–471.",0.6691176470588235
191 : Long-Term Outcomes of Biotechnology Student Participation in Undergraduate Research Experiences at Delaware Technical Community College,"Balke, V., Grusenmeyer, L., & McDowell, J. (2021a). Long-Term Outcomes of Biotechnology Student Participation in Undergraduate Research Experiences at Delaware Technical Community College. Scholarship and Practice of Undergraduate Research, 4(3), 5–12. https://doi.org/10.18833/spur/4/3/12",0.6666666666666666
194 : Making a Difference for Minorities~ Evaluation of an Educational Enrichment Program.,"Barlow, A. E. L., & Villarejo, M. (2004b). Making a Difference for Minorities: Evaluation of an Educational Enrichment Program. Journal of Research in Science Teaching, 41(9), 861–881.",0.6666666666666666
98 : Development of Course-Based Undergraduate Research Experiences Using a Design-Based Approach.,"Mordacq, J. C., Drane, D. L., Swarat, S. L., & Lo, S. M. (2017b). Development of Course-Based Undergraduate Research Experiences Using a Design-Based Approach. Journal of College Science Teaching, 46(4), 64–75.",0.6642857142857143
13 : A grounded theory model of the dynamics of undergraduate engineering students' researcher identity and epistemic thinking.,"Faber, C. J., Kajfez, R. L., Lee, D. M., Benson, L. C., Kennedy, M. S., & Creamer, E. G. (2022b). A grounded theory model of the dynamics of undergraduate engineering students’ researcher identity and epistemic thinking. Journal of Research in Science Teaching, 59(4), 529–560.",0.6612021857923497
120 : Evaluation of a BSW Research Experience~ Improving Student Research Competency.,"Whipple, E. E., Hughes, A., & Bowden, S. (2015b). Evaluation of a BSW Research Experience: Improving Student Research Competency. Journal of Teaching in Social Work, 35(4), 397–409.",0.6611570247933884
162 : Implementing and Evaluating a Course-Based Undergraduate Research Experience (CURE) at a Hispanic-Serving Institution.,"Shuster, M. I., Curtiss, J., Wright, T. F., Champion, C., & Sharifi, M. (2019b). Implementing and Evaluating a Course-Based Undergraduate Research Experience (CURE) at a Hispanic-Serving Institution. Interdisciplinary Journal of Problem-Based Learning, 13(2), 1–13.",0.6573033707865169
206 : Participants' Reflections Two and Three Years after an Introductory Chemistry Course-Embedded Research Experience,"Szteinberg, G. A., & Weaver, G. C. (2013a). Participants’ Reflections Two and Three Years after an Introductory Chemistry Course-Embedded Research Experience. Chemistry Education Research and Practice, 14(1), Article 1. https://doi.org/10.1039/C2RP20115A",0.6571428571428571
"290 : Tracking and Assessing Undergraduate Research Campus-wide~ Demographics, Academic Success, and Postgraduation Plans.","Schneider, K., Kuperman, A., Watts, A., Barulich, D., & Campbell, T. (2021a). Tracking and Assessing Undergraduate Research Campus-wide: Demographics, Academic Success, and Postgraduation Plans. Journal of the Scholarship of Teaching & Learning, 21(1), Article 1.",0.6571428571428571
34 : An Evaluation of a STEM Summer Undergraduate Research Internship Scheme~ Student-Perceived Learning Gains,"Williams, N., Hussain, H., Manojkumar, P., & Thapa, A. (2016b). An Evaluation of a STEM Summer Undergraduate Research Internship Scheme: Student-Perceived Learning Gains. New Directions in the Teaching of Physical Sciences, 11(1), 1–9.",0.65625
40 : An Undergraduate STEM Interdisciplinary Research Program~ Factors Predictive Of Students' Plans For Careers In STEM.,"Tan-Wilson, A., Stamp, N., Button, E., Khasawneh, M. T., & Rezaeiahari, M. (2020b). An Undergraduate STEM Interdisciplinary Research Program: Factors Predictive Of Students’ Plans For Careers In STEM. Journal of STEM Education: Innovations & Research, 21(2), 19–26.",0.6552706552706553
188 : Life's Lessons in the Lab~ A Summer of Learning from Undergraduate Research Experiences.,"Nadelson, L. S., Warner, D., & Brown, E. (2015b). Life’s Lessons in the Lab: A Summer of Learning from Undergraduate Research Experiences. Journal of STEM Education: Innovations & Research, 16(3), 5–12.",0.654275092936803
4 : A Community Mentoring Model for STEM Undergraduate Research Experiences.,"Kobulnicky, H. A., & Dale, D. A. (2016b). A Community Mentoring Model for STEM Undergraduate Research Experiences. Journal of College Science Teaching, 45(6), 17–23.",0.6515837104072398
9 : A Culture of Undergraduate Research at a Diverse Public University Leads to Unprecedented Student Success,"Knezek, C., Morreale, P., Gannon, S., Chang, G., & Toney, J. H. (2022b). A Culture of Undergraduate Research at a Diverse Public University Leads to Unprecedented Student Success. Scholarship and Practice of Undergraduate Research, 5(3), 48–55.",0.6503067484662577
214 : Physically Disabled Students in Summer Undergraduate Research Environments.,"Schearer, E., Reinthal, A., & Jackson, D. (2022b). Physically Disabled Students in Summer Undergraduate Research Environments. IEEE Transactions on Education, 65(2), 156–166.",0.6495726495726496
68 : Converting a Formerly In-Person Biochemistry Course Based Undergraduate Research Experience to Online Teaching during the COVID-19 Pandemic,"Ashkanani, A., Ashkanani, G., Bayraktar, N., Subhash, E., & Chaari, A. (2022b). Converting a Formerly In-Person Biochemistry Course Based Undergraduate Research Experience to Online Teaching during the COVID-19 Pandemic. Biochemistry and Molecular Biology Education, 50(1), 104–113. https://doi.org/10.1002/bmb.21597",0.6481481481481481
111 : Engaging Students With Computing And Climate Change Through A Course In Scientific Computing.,"Sharma, A. K., Hernandez, M., & Vinh Phuong. (2020b). Engaging Students With Computing And Climate Change Through A Course In Scientific Computing. Journal of STEM Education: Innovations & Research, 20(2), 49–57.",0.6480836236933798
221 : Promoting Pathways to STEM Careers for Traditionally Underrepresented Graduate Students.,"Russell, M. L., Escobar, M., Russell, J. A., Robertson, B. K., & Thomas, M. (2018b). Promoting Pathways to STEM Careers for Traditionally Underrepresented Graduate Students. Negro Educational Review, 69(1–4), 5–32.",0.6474820143884892
29 : Academic Factors That Affect Undergraduate Research Experiences.,"Taraban, R., & Logue, E. (2012b). Academic Factors That Affect Undergraduate Research Experiences. Journal of Educational Psychology, 104(2), 499–514.",0.6467661691542289
226 : Requiring Research May Improve Retention In STEM Fields for Underrepresented Women.,"Vieyra, M., Gilmore, J., & Timmerman, B. (2011b). Requiring Research May Improve Retention In STEM Fields for Underrepresented Women. Council on Undergraduate Research Quarterly, 32(1), 13–19.",0.6461538461538462
