Article_ID,Original_Identifier,Title,Extracted_Year,Extracted_Author,Title_Length,Total_Codes_Applied,Number_of_Codes,Codes_Applied,Code_Frequencies,Code_A : Academic Success,Code_B : Access to UREs,Code_C : COVID-19,Code_D : Discipline,Code_E : Social Sciences and or Humanities,Code_F : STEM,Code_G : Experiences and Outcomes of URE,Code_H : Academic Success,Code_I : Awards,Code_J : GPA,Code_K : Graduation,Code_L : Persistence and Retention,Code_M : Publications,Code_N : Transfer,Code_O : Access to UREs,Code_P : Application Experiences,Code_Q : Barriers to URE,Code_R : Share of URM Students,Code_S : General Perceptions and Experiences,Code_T : Experiences,Code_U : Program Expectations,Code_V : Satisfaction,Code_W : Graduate School and Career,Code_X : Aspirations OR Expectations related to attending Graduate School,Code_Y : Career Readiness,Code_Z : Earnings,Code_AA : Employment,Code_AB : Enrollment in a Graduate Program,Code_AC : Future or Long-Term Planning,Code_AD : Identity Development,Code_AE : Individual Identity Development,Code_AF : Professional Identity Development,Code_AG : Non-Cognitive Skills,Code_AH : Communication,Code_AI : Critical Thinking,Code_AJ : General Self-Efficacy OR Research Self-Efficacy OR Confidence,Code_AK : Leadership,Code_AL : Resilience and Perseverance,Code_AM : Teamwork and Collaboration and Interpersonal Skills,Code_AN : Technical Skills,Code_AO : Time Management and Organization,Code_AP : Use of Mentorship and Campus Supports,Code_AQ : Faculty,Code_AR : Peer,Code_AS : Well-being,Code_AT : Anxiety,Code_AU : Well-being and Mental Health,Code_AV : FLAG,Code_AW : General Perceptions and Experiences,Code_AX : General Perceptions.Experiences,Code_AY : Graduate School and Career,Code_AZ : Identity Development,Code_BA : Methodology,Code_BB : Mixed or Multi-Methods,Code_BC : Qualitative,Code_BD : Quantitative,Code_BE : Modality,Code_BF : In-Person Program,Code_BG : Mixed-Mode Program,Code_BH : Not Specified,Code_BI : Online Program,Code_BJ : Negative,Code_BK : Negative experience or outcome,Code_BL : Non-cognitive skills,Code_BM : Primary Institutional Context,Code_BN : 4-Year University,Code_BO : Community College,Code_BP : Minority Serving Institution,Code_BQ : Multi-institutional,Code_BR : Undefined,Code_BS : Program type,Code_BT : Course-Based Program,Code_BU : Individual Apprenticeship or Assistantship with Faculty,Code_BV : Mixed modality,Code_BW : Not Specified,Code_BX : Summer-Based Program,Code_BY : Sense of belonging,Code_BZ : Underrepresented,Code_CA : Underrepresented Group,Code_CB : Use of Mentorship and Campus Supports,Code_CC : Well-being
69,"69 : Corporate Internships, Undergraduate Research, and Finances~ Successful African American Engineers' Consideration of Immediate Workforce Entry or Graduate School.","Corporate Internships, Undergraduate Research, and Finances~ Successful African American Engineers' Consideration of Immediate Workforce Entry or Graduate School.",,69,167,7,7,"F : STEM, BC : Qualitative, BM : Primary Institutional Context, BQ : Multi-institutional, BS : Program type, BW : Not Specified, BZ : Underrepresented","F : STEM(1), BC : Qualitative(1), BM : Primary Institutional Context(1), BQ : Multi-institutional(1), BS : Program type(1), BW : Not Specified(1), BZ : Underrepresented(1)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
70,70 : Course-Based Research as a Catalyst for Undergraduates' Interest in Scientific Investigation~ Benefits of the SEA-PHAGES Program.,Course-Based Research as a Catalyst for Undergraduates' Interest in Scientific Investigation~ Benefits of the SEA-PHAGES Program.,,70,134,6,6,"F : STEM, BC : Qualitative, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BT : Course-Based Program","F : STEM(1), BC : Qualitative(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BT : Course-Based Program(1)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
71,71 : Course-Based Research in the First Semester of College~ Teaching Inquiry and Building Community Using Constructed Wetlands for Greywater Treatment.,Course-Based Research in the First Semester of College~ Teaching Inquiry and Building Community Using Constructed Wetlands for Greywater Treatment.,,71,152,6,6,"F : STEM, BB : Mixed or Multi-Methods, BM : Primary Institutional Context, BO : Community College, BS : Program type, BT : Course-Based Program","F : STEM(1), BB : Mixed or Multi-Methods(1), BM : Primary Institutional Context(1), BO : Community College(1), BS : Program type(1), BT : Course-Based Program(1)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
72,72 : Course-based undergraduate research experiences are a viable approach to increase access to research experiences in biology.,Course-based undergraduate research experiences are a viable approach to increase access to research experiences in biology.,,72,129,7,7,"F : STEM, BB : Mixed or Multi-Methods, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BT : Course-Based Program, BX : Summer-Based Program","F : STEM(1), BB : Mixed or Multi-Methods(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BT : Course-Based Program(1), BX : Summer-Based Program(1)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
73,73 : Course-Based Undergraduate Research Experiences Performance Following the Transition to Remote Learning During the COVID-19 Pandemic.,Course-Based Undergraduate Research Experiences Performance Following the Transition to Remote Learning During the COVID-19 Pandemic.,,73,138,10,10,"C : COVID-19, E : Social Sciences and or Humanities, F : STEM, BD : Quantitative, BM : Primary Institutional Context, BN : 4-Year University, BP : Minority Serving Institution, BS : Program type, BT : Course-Based Program, BZ : Underrepresented","C : COVID-19(1), E : Social Sciences and or Humanities(1), F : STEM(1), BD : Quantitative(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BP : Minority Serving Institution(1), BS : Program type(1), BT : Course-Based Program(1), BZ : Underrepresented(1)",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
74,74 : Course-Based Undergraduate Research Experiences Spanning Two Semesters of Biology Impact Student Self-Efficacy but not Future Goals.,Course-Based Undergraduate Research Experiences Spanning Two Semesters of Biology Impact Student Self-Efficacy but not Future Goals.,,74,137,8,8,"F : STEM, BD : Quantitative, BM : Primary Institutional Context, BN : 4-Year University, BP : Minority Serving Institution, BS : Program type, BT : Course-Based Program, BZ : Underrepresented","F : STEM(1), BD : Quantitative(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BP : Minority Serving Institution(1), BS : Program type(1), BT : Course-Based Program(1), BZ : Underrepresented(1)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
75,75 : Course-Based Undergraduate Research Experience~ Music Education and Music Therapy Student Outcomes.,Course-Based Undergraduate Research Experience~ Music Education and Music Therapy Student Outcomes.,,75,104,6,6,"E : Social Sciences and or Humanities, BD : Quantitative, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BT : Course-Based Program","E : Social Sciences and or Humanities(1), BD : Quantitative(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BT : Course-Based Program(1)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
76,76 : Course-Based Undergraduate Research In Upper-Level Engineering Electives~ A Case Study.,Course-Based Undergraduate Research In Upper-Level Engineering Electives~ A Case Study.,,76,92,7,7,"C : COVID-19, F : STEM, BD : Quantitative, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BT : Course-Based Program","C : COVID-19(1), F : STEM(1), BD : Quantitative(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BT : Course-Based Program(1)",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
77,77 : Creating a Biology ~Studio~ to Promote Undergraduate Research,Creating a Biology ~Studio~ to Promote Undergraduate Research,,77,66,6,6,"F : STEM, BD : Quantitative, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BT : Course-Based Program","F : STEM(1), BD : Quantitative(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BT : Course-Based Program(1)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
78,78 : Creating More Inclusive Research Environments for Undergraduates.,Creating More Inclusive Research Environments for Undergraduates.,,78,70,8,8,"E : Social Sciences and or Humanities, BB : Mixed or Multi-Methods, BM : Primary Institutional Context, BN : 4-Year University, BP : Minority Serving Institution, BS : Program type, BV : Mixed modality, BZ : Underrepresented","E : Social Sciences and or Humanities(1), BB : Mixed or Multi-Methods(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BP : Minority Serving Institution(1), BS : Program type(1), BV : Mixed modality(1), BZ : Underrepresented(1)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
79,79 : Critical Features and Value in Assessing a Research Experience for Undergraduates~ The Case of Engineering Cities.,Critical Features and Value in Assessing a Research Experience for Undergraduates~ The Case of Engineering Cities.,,79,119,6,6,"F : STEM, BB : Mixed or Multi-Methods, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BU : Individual Apprenticeship or Assistantship with Faculty","F : STEM(1), BB : Mixed or Multi-Methods(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BU : Individual Apprenticeship or Assistantship with Faculty(1)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
80,80 : Cross-Discipline Perceptions of the Undergraduate Research Experience,Cross-Discipline Perceptions of the Undergraduate Research Experience,,80,74,7,7,"E : Social Sciences and or Humanities, F : STEM, BD : Quantitative, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BX : Summer-Based Program","E : Social Sciences and or Humanities(1), F : STEM(1), BD : Quantitative(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BX : Summer-Based Program(1)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
81,81 : Cultivating minority scientists~ Undergraduate research increases self-efficacy and career ambitions for underrepresented students in STEM.,Cultivating minority scientists~ Undergraduate research increases self-efficacy and career ambitions for underrepresented students in STEM.,,81,144,8,8,"F : STEM, BB : Mixed or Multi-Methods, BM : Primary Institutional Context, BN : 4-Year University, BP : Minority Serving Institution, BS : Program type, BU : Individual Apprenticeship or Assistantship with Faculty, BZ : Underrepresented","F : STEM(1), BB : Mixed or Multi-Methods(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BP : Minority Serving Institution(1), BS : Program type(1), BU : Individual Apprenticeship or Assistantship with Faculty(1), BZ : Underrepresented(1)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
82,82 : Cultivating Native American scientists~ an application of an Indigenous model to an undergraduate research experience.,Cultivating Native American scientists~ an application of an Indigenous model to an undergraduate research experience.,,82,123,7,7,"F : STEM, BC : Qualitative, BM : Primary Institutional Context, BR : Undefined, BS : Program type, BX : Summer-Based Program, BZ : Underrepresented","F : STEM(1), BC : Qualitative(1), BM : Primary Institutional Context(1), BR : Undefined(1), BS : Program type(1), BX : Summer-Based Program(1), BZ : Underrepresented(1)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
83,"83 : Cultural capital in undergraduate research~ an exploration of how biology students operationalize knowledge to access research experiences at a large, public research-intensive institution.","Cultural capital in undergraduate research~ an exploration of how biology students operationalize knowledge to access research experiences at a large, public research-intensive institution.",,83,194,6,6,"F : STEM, BB : Mixed or Multi-Methods, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BW : Not Specified","F : STEM(1), BB : Mixed or Multi-Methods(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BW : Not Specified(1)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
84,84 : CUREing cancer~ Development and implementation of a molecular biology‐focused course‐based undergraduate research experience using a cancer cell culture model.,CUREing cancer~ Development and implementation of a molecular biology‐focused course‐based undergraduate research experience using a cancer cell culture model.,,84,164,6,6,"F : STEM, BB : Mixed or Multi-Methods, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BT : Course-Based Program","F : STEM(1), BB : Mixed or Multi-Methods(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BT : Course-Based Program(1)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
85,85 : Data Literacy Practices of Students Conducting Undergraduate Research.,Data Literacy Practices of Students Conducting Undergraduate Research.,,85,75,7,7,"E : Social Sciences and or Humanities, F : STEM, BD : Quantitative, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BV : Mixed modality","E : Social Sciences and or Humanities(1), F : STEM(1), BD : Quantitative(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BV : Mixed modality(1)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
86,86 : Designing MATLAB course for undergraduates in cartography and geographic information science~ linking research and teaching.,Designing MATLAB course for undergraduates in cartography and geographic information science~ linking research and teaching.,,86,129,6,6,"E : Social Sciences and or Humanities, BB : Mixed or Multi-Methods, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BT : Course-Based Program","E : Social Sciences and or Humanities(1), BB : Mixed or Multi-Methods(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BT : Course-Based Program(1)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
87,87 : Designing Mentorship_Exploring the Challenges and Benefits of Undergraduate Research,Designing Mentorship_Exploring the Challenges and Benefits of Undergraduate Research,,87,89,7,7,"E : Social Sciences and or Humanities, F : STEM, BC : Qualitative, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BX : Summer-Based Program","E : Social Sciences and or Humanities(1), F : STEM(1), BC : Qualitative(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BX : Summer-Based Program(1)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
88,88 : DESIGNING MENTORSHIP~ EXPLORING THE CHALLENGES AND BENEFITS OF UNDERGRADUATE RESEARCH.,DESIGNING MENTORSHIP~ EXPLORING THE CHALLENGES AND BENEFITS OF UNDERGRADUATE RESEARCH.,,88,91,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,"89 : Developing a culture of mentoring~ promoting, experiencing, and engaging in mentoring through a transitional undergraduate research program for students of color.","Developing a culture of mentoring~ promoting, experiencing, and engaging in mentoring through a transitional undergraduate research program for students of color.",,89,167,8,8,"E : Social Sciences and or Humanities, F : STEM, BC : Qualitative, BM : Primary Institutional Context, BO : Community College, BS : Program type, BT : Course-Based Program, BZ : Underrepresented","E : Social Sciences and or Humanities(1), F : STEM(1), BC : Qualitative(1), BM : Primary Institutional Context(1), BO : Community College(1), BS : Program type(1), BT : Course-Based Program(1), BZ : Underrepresented(1)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
90,90 : Developing Collaboration Skills in Team Undergraduate Research Experiences.,Developing Collaboration Skills in Team Undergraduate Research Experiences.,,90,80,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,91 : Developing graduate attributes through participation in undergraduate research conferences.,Developing graduate attributes through participation in undergraduate research conferences.,,91,96,6,6,"E : Social Sciences and or Humanities, BC : Qualitative, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BV : Mixed modality","E : Social Sciences and or Humanities(1), BC : Qualitative(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BV : Mixed modality(1)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
92,92 : Developing Prerequisite Skills in a CURE through Competency-Based Assignments,Developing Prerequisite Skills in a CURE through Competency-Based Assignments,,92,82,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,93 : Developing Prerequisite Skills in a CURE through Competency-Based Assignments (2),Developing Prerequisite Skills in a CURE through Competency-Based Assignments (2),,93,86,6,6,"F : STEM, BB : Mixed or Multi-Methods, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BT : Course-Based Program","F : STEM(1), BB : Mixed or Multi-Methods(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BT : Course-Based Program(1)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
94,94 : Developing Prerequisite Skills in a CURE through Competency-Based Assignments (2) (2),Developing Prerequisite Skills in a CURE through Competency-Based Assignments (2) (2),,94,90,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,95 : Developing Prerequisite Skills in a CURE through Competency-Based Assignments (3),Developing Prerequisite Skills in a CURE through Competency-Based Assignments (3),,95,86,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,"96 : Development and Assessment of an Undergraduate Research Program at a Two-Year, Rural, Hispanic-Serving Institution~ The Essential Role of Partnerships","Development and Assessment of an Undergraduate Research Program at a Two-Year, Rural, Hispanic-Serving Institution~ The Essential Role of Partnerships",,96,155,8,8,"F : STEM, BD : Quantitative, BM : Primary Institutional Context, BO : Community College, BP : Minority Serving Institution, BS : Program type, BU : Individual Apprenticeship or Assistantship with Faculty, BZ : Underrepresented","F : STEM(1), BD : Quantitative(1), BM : Primary Institutional Context(1), BO : Community College(1), BP : Minority Serving Institution(1), BS : Program type(1), BU : Individual Apprenticeship or Assistantship with Faculty(1), BZ : Underrepresented(1)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0
97,97 : Development of a Large-Enrollment Course-Based Research Experience in an Undergraduate Organic Chemistry Laboratory~ Structure-Function Relationships in Pyrylium Photoredox Catalysts,Development of a Large-Enrollment Course-Based Research Experience in an Undergraduate Organic Chemistry Laboratory~ Structure-Function Relationships in Pyrylium Photoredox Catalysts,,97,187,6,6,"F : STEM, BD : Quantitative, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BT : Course-Based Program","F : STEM(1), BD : Quantitative(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BT : Course-Based Program(1)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
98,98 : Development of Course-Based Undergraduate Research Experiences Using a Design-Based Approach.,Development of Course-Based Undergraduate Research Experiences Using a Design-Based Approach.,,98,98,6,6,"F : STEM, BB : Mixed or Multi-Methods, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BT : Course-Based Program","F : STEM(1), BB : Mixed or Multi-Methods(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BT : Course-Based Program(1)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
99,99 : Do Working Students Buy Into HIPs~ Working for Pay and Participation in High-Impact Practices.,Do Working Students Buy Into HIPs~ Working for Pay and Participation in High-Impact Practices.,,99,99,7,7,"E : Social Sciences and or Humanities, F : STEM, BD : Quantitative, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BU : Individual Apprenticeship or Assistantship with Faculty","E : Social Sciences and or Humanities(1), F : STEM(1), BD : Quantitative(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BU : Individual Apprenticeship or Assistantship with Faculty(1)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
100,100 : Does Early Participation in Undergraduate Research Benefit Social Science and Humanities Students~,Does Early Participation in Undergraduate Research Benefit Social Science and Humanities Students~,,100,104,6,6,"E : Social Sciences and or Humanities, BD : Quantitative, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BU : Individual Apprenticeship or Assistantship with Faculty","E : Social Sciences and or Humanities(1), BD : Quantitative(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BU : Individual Apprenticeship or Assistantship with Faculty(1)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
